FAFB,BANC,MCNS
720575940625192231,720575941601949430,62515
720575940622053125,720575941500695691,66724
720575940647234612,720575941568232050,63679
720575940632031559,720575941441146715,60745
720575940620502337,720575941586112222,66764
720575940636966377,720575941461351620,68937
720575940630005323,720575941483024381,78353
720575940628288241,720575941475039803,46878
720575940630510031,720575941624606363,88872
720575940630831738,720575941535197722,537430
720575940639457333,720575941531207397,539284
720575940610414968,720575941533406130,525666
720575940626962716,720575941537882773,73563
720575940617324217,720575941502957803,64361
720575940614232738,720575941469190007,72027
720575940624808231,720575941541501981,71372
720575940616415419,720575941481668550,48450
720575940624018154,720575941556312868,123031
720575940641860853,720575941558615667,114808
720575940630710231,720575941452609193,117298
720575940636624356,720575941644493217,118645
720575940624671669,720575941629351650,91900
720575940640110670,720575941406833070,122719
720575940622801366,720575941653842900,91034
720575940626820042,720575941441564623,108639
720575940640206424,720575941689094808,125993
720575940627467858,720575941435272992,94248
720575940627583048,720575941553829971,94138
720575940612267762,720575941450123386,92650
720575940622269684,720575941657583696,94357
720575940624673544,720575941557630686,95813
720575940632453028,720575941643650898,89845
720575940613060826,720575941529856203,107292
720575940630422784,720575941537058792,109431
720575940627268362,720575941568378612,83545
720575940640608889,720575941515629658,133921
720575940625560506,720575941505810967,150312
720575940632208707,720575941505741884,89429
720575940639229412,720575941491360716,87583
720575940613239794,720575941475927092,99825
720575940628221444,720575941686868492,133832
720575940624319723,720575941506496606,90976
720575940620646639,720575941352320560,90120
720575940617215961,720575941508483088,105279
720575940643965384,720575941481757949,179750
720575940628116234,720575941546415449,91876
720575940639910744,720575941596697536,88915
720575940622899224,720575941632633541,80647
720575940632987987,720575941629724130,122998
720575940608228565,720575941566176857,152028
720575940626275027,720575941486189197,167969
720575940638590534,720575941469309917,83686
720575940612413157,720575941518977902,161834
720575940617851675,720575941533214442,89309
720575940615922591,720575941497669705,96726
720575940624299499,720575941454747629,121335
720575940616634566,720575941688969435,95614
720575940644394440,720575941568914290,117349
720575940618192989,720575941552435847,139876
720575940623759507,720575941572910920,94133
720575940631272908,720575941484803906,107354
720575940633532717,720575941564455222,90707
720575940613699759,720575941579098869,108383
720575940612579441,720575941475807262,157533
720575940629008489,720575941557036964,159628
720575940617567961,720575941500107403,150268
720575940615119210,720575941505707589,83375
720575940632427428,720575941493908400,44942
720575940620722823,720575941590251575,85949
720575940629556523,720575941524814948,116975
720575940625497579,720575941651498005,50602
720575940624255123,720575941553217793,74409
720575940605664614,720575941527719334,541782
720575940639882611,720575941652207121,43199
720575940620831868,720575941515309715,525254
720575940622812341,720575941732079659,44442
720575940610758446,720575941441375835,47295
720575940660374657,720575941535542977,44381
720575940658810497,720575941630166252,58272
720575940617513813,720575941481801469,61035
720575940616163189,720575941655275732,83342
720575940626382373,720575941559942189,53469
720575940627694744,720575941622863868,37914
720575940637107886,720575941454601779,36284
720575940624796990,720575941583088223,39043
720575940641466064,720575941590190632,92386
720575940632046509,720575941538682354,544701
720575940620315969,720575941515352979,38766
720575940628100154,720575941689319131,49223
720575940633458124,720575941437872351,63618
720575940636373752,720575941669963687,57443
720575940610210261,720575941505955644,57838
720575940605193696,720575941451333447,50425
720575940623332390,720575941393506710,53238
720575940629316763,720575941605354430,67258
720575940619014685,720575941519252403,36771
720575940628813060,720575941546262152,73630
720575940613373667,720575941624754890,64756
720575940633160495,720575941610136553,548804
720575940631926329,720575941481643206,65917
720575940628459014,720575941451326535,45704
720575940620613766,720575941534743322,65351
720575940619554880,720575941487514320,52921
720575940624901449,720575941522353995,65010
720575940617262523,720575941442394831,523010
720575940623814803,720575941512515281,516716
720575940635143705,720575941551631871,580829
720575940629290092,720575941565645622,531842
720575940629372419,720575941611725414,106403
720575940621263837,720575941625531291,36156
720575940636866990,720575941624696940,130625
720575940639971712,720575941651629077,132267
720575940615549334,720575941543150085,543015
720575940639759987,720575941533420978,536612
720575940607749298,720575941641666149,544411
720575940612471447,720575941528150438,159091
720575940628102165,720575941690685848,525668
720575940639723854,720575941594356694,550422
720575940635809387,720575941563316834,134045
720575940628833129,720575941510064338,212430
720575940611300570,720575941431152265,23716
720575940617374465,720575941562466706,75487
720575940633445421,720575941459359443,175132
720575940635970446,720575941484678797,14635
720575940647603252,720575941545221052,23526
720575940619434432,720575941490086348,30680
720575940625981327,720575941469634167,529288
720575940606057900,720575941606164589,19972
720575940612855219,720575941451142471,36616
720575940623628105,720575941578046033,38509
720575940629545803,720575941651625233,526042
720575940627147080,720575941558453805,36463
720575940635757168,720575941540868125,541853
720575940613127574,720575941495316096,39917
720575940627764350,720575941609096010,49934
720575940620462177,720575941701167578,529798
720575940624769771,720575941557879567,42001
720575940623666320,720575941433938976,12473
720575940614503285,720575941686845964,52255
720575940619967435,720575941473297723,39623
720575940620500801,720575941624207980,530421
720575940615049046,720575941514088547,35306
720575940639497781,720575941643388536,67292
720575940624335399,720575941631973024,516915
720575940630459100,720575941680881085,71513
720575940623299549,720575941430625889,546468
720575940633008045,720575941514411267,543505
720575940628069575,720575941477466177,89632
720575940639431238,720575941614896659,90791
720575940633356128,720575941645092728,538962
720575940631531587,720575941542976261,570234
720575940623858729,720575941611092713,94957
720575940627148918,720575941588725047,95478
720575940621263553,720575941438004799,100382
720575940618612037,720575941505834821,544996
720575940638829109,720575941573511945,535867
720575940621069222,720575941535312833,84025
720575940632513180,720575941480845219,193652
720575940623074147,720575941573607675,42011
720575940617453115,720575941567223598,30461
720575940616913547,720575941584237407,88817
720575940624175367,720575941651750929,69920
720575940623602410,720575941653540825,162756
720575940632534609,720575941431646990,65438
720575940634726648,720575941438185746,41113
720575940631077061,720575941550705214,37514
720575940627225866,720575941690212827,539542
720575940614882666,720575941476105780,63586
720575940623396607,720575941549165373,58885
720575940616568645,720575941612961555,534511
720575940624711658,720575941436315948,65870
720575940612977561,720575941426597716,78629
720575940615156107,720575941631577836,35998
720575940631365975,720575941482071805,524308
720575940613069226,720575941508966928,58194
720575940632871225,720575941587742532,35312
720575940622710554,720575941473656618,44111
720575940652841462,720575941589622071,534449
720575940624916116,720575941490243020,41386
720575940640296576,720575941602777334,93270
720575940622045534,720575941626190235,526751
720575940632437831,720575941526398541,77721
720575940609808738,720575941690688920,76465
720575940624280555,720575941553214362,156035
720575940623862676,720575941655241684,78790
720575940613384913,720575941546943668,69043
720575940637770473,720575941474269482,79099
720575940623879916,720575941633538747,77154
720575940622581801,720575941721933370,75478
720575940629123175,720575941602008310,94168
720575940604712688,720575941526686630,88364
720575940617969126,720575941637983861,87646
720575940617614265,720575941584553862,549603
720575940613493922,720575941514744410,99837
720575940614991997,720575941599219497,563617
720575940617948957,720575941529535691,102260
720575940646594851,720575941485432838,85657
720575940619888720,720575941500369547,134158
720575940610532757,720575941500925931,525562
720575940637688639,720575941505239621,51412
720575940627598852,720575941679186109,75189
720575940620981108,720575941550183167,550904
720575940615985164,720575941631830715,82903
720575940623109912,720575941501924331,109022
720575940613385699,720575941631489696,93018
720575940617127353,720575941476235316,526825
720575940624231677,720575941543052037,100301
720575940628926467,720575941533437930,532845
720575940631074255,720575941509267410,94442
720575940634696161,720575941556590628,116930
720575940632299335,720575941556537124,90484
720575940633177517,720575941638922783,545776
720575940624541163,720575941581502047,149871
720575940614580689,720575941433234464,110319
720575940622101253,720575941668065969,100250
720575940649880441,720575941572710408,138840
720575940621721838,720575941475525662,132758
720575940604745456,720575941448308661,96890
720575940631313423,720575941563084800,118042
720575940627027731,720575941459838404,101966
720575940609721186,720575941553210522,544998
720575940624742548,720575941513997891,549272
720575940622555094,720575941498132642,120685
720575940612669849,720575941563610978,70983
720575940613898365,720575941489247797,144654
720575940617161531,720575941514311683,87465
720575940612985775,720575941462430221,87714
720575940640430424,720575941597027996,113902
720575940624385772,720575941498100386,549265
720575940623595731,720575941530618597,87903
720575940626512837,720575941514239331,102078
720575940614281122,720575941408364971,67495
720575940607361545,720575941571656264,34128
720575940612381335,720575941439894991,550187
720575940622091558,720575941566169902,105453
720575940628358068,720575941568043122,102539
720575940627010685,720575941533351658,89184
720575940620033872,720575941497137225,131526
720575940611829141,720575941430031969,123228
720575940639355251,720575941653577172,115835
720575940627407887,720575941491654064,128353
720575940609302062,720575941482035197,97102
720575940612702105,720575941611633628,55918
720575940633860703,720575941524885069,549399
720575940639501475,720575941650253845,126705
720575940632567204,720575941613695385,103772
720575940610470724,720575941429954697,88179
720575940631284439,720575941552478087,85556
720575940623706549,720575941489503438,44988
720575940629263098,720575941629904610,98298
720575940627746069,720575941505743383,69432
720575940639627608,720575941551811207,124396
720575940615278303,720575941558440174,107095
720575940628223570,720575941429788041,548895
720575940617339835,720575941548396660,68699
720575940603797420,720575941485152397,46485
720575940623414250,720575941522883403,87326
720575940630723671,720575941496470139,98919
720575940630182364,720575941593395239,96333
720575940603498613,720575941478818434,108330
720575940624671636,720575941554132563,139049
720575940615082927,720575941502674994,102584
720575940621555821,720575941612595219,90550
720575940628996201,720575941567902964,100323
720575940629969936,720575941450656122,97134
720575940628323945,720575941506894721,129869
720575940622342012,720575941596555164,89537
720575940630315052,720575941596546204,529183
720575940618368216,720575941630128364,549233
720575940626256421,720575941439965275,112658
720575940630809448,720575941589762444,91213
720575940612407538,720575941592164566,102593
720575940633943708,720575941414625564,136029
720575940613551656,720575941406661038,107321
720575940615160991,720575941525151053,150149
720575940631944775,720575941624733130,138422
720575940630231607,720575941497147977,116999
720575940608585993,720575941563308386,127134
720575940622536030,720575941412957588,117736
720575940614540199,720575941543534341,104538
720575940606071217,720575941643353249,62735
720575940626305554,720575941610148013,99966
720575940637841897,720575941430908152,535346
720575940632335500,720575941472947754,95534
720575940638559295,720575941610508646,117657
720575940622739981,720575941436516882,550779
720575940639522163,720575941574240950,544534
720575940623830857,720575941517663342,132227
720575940635252877,720575941438098239,99941
720575940622776200,720575941438223071,61383
720575940639363491,720575941475393329,550114
720575940632810285,720575941525038436,518897
720575940631561784,720575941410849135,551043
720575940632394916,720575941489915879,180383
720575940637405150,720575941433772430,74020
720575940622987400,720575941643509409,185124
720575940624630252,720575941552135451,544538
720575940614294579,720575941472002912,116270
720575940630020171,720575941458208582,102761
720575940646594356,720575941425776212,108413
720575940630968773,720575941637374069,100811
720575940631649807,720575941641707365,134937
720575940623900651,720575941580498553,104729
720575940611540174,720575941459792851,100494
720575940630713081,720575941500318603,100624
720575940636485733,720575941414622492,133764
720575940630265339,720575941504306341,136374
720575940624883495,720575941570492574,155870
720575940615782962,720575941573519503,141088
720575940643411912,720575941721268026,147475
720575940605550025,720575941566465838,111745
720575940613810483,720575941505100311,143753
720575940636920297,720575941451718313,135253
720575940624869355,720575941443110058,95339
720575940627674255,720575941351323440,103324
720575940623775370,720575941465657366,90703
720575940622029150,720575941490125516,84804
720575940617743060,720575941610651309,128111
720575940609097941,720575941669585841,113297
720575940614219670,720575941618643839,56569
720575940622152542,720575941548347764,97429
720575940610658606,720575941414621212,114753
720575940632661452,720575941412821140,132367
720575940613492461,720575941662120060,115715
720575940643519648,720575941562920704,113844
720575940616274971,720575941468621835,136018
720575940619558791,720575941430229719,180198
720575940616444347,720575941533797810,104698
720575940628076288,720575941552375194,79491
720575940618199513,720575941628359462,91265
720575940619833816,720575941578289489,111456
720575940612103386,720575941613017619,87699
720575940631039183,720575941430293857,72377
720575940644837143,720575941688698843,551592
720575940622968573,720575941450186874,99371
720575940626716958,720575941582749791,113424
720575940623355389,720575941513992185,119202
720575940629693050,720575941591239464,71174
720575940622806920,720575941580067961,130166
720575940627386874,720575941574909800,103869
720575940602737598,720575941642302034,550515
720575940638097892,720575941550343423,95504
720575940627177605,720575941434183822,99669
720575940621798945,720575941403670128,104280
720575940624812519,720575941553836545,132813
720575940620833627,720575941591596072,124809
720575940614494718,720575941513919587,100146
720575940633670882,720575941472980778,121008
720575940609344866,720575941493654704,547516
720575940624271851,720575941552516250,109262
720575940616803445,720575941537184242,120320
720575940640729552,720575941506900830,99927
720575940610814682,720575941519878583,67472
720575940618757686,720575941438234335,159060
720575940629639223,720575941493744254,110396
720575940622028404,720575941660739896,98473
720575940635146091,720575941629316066,114588
720575940632807085,720575941525262617,134074
720575940640102528,720575941506811521,127167
720575940638711878,720575941533233496,89888
720575940617634388,720575941473753915,121486
720575940604221356,720575941470968128,98341
720575940618941261,720575941529417419,132286
720575940636096879,720575941573619465,98436
720575940618193665,720575941470122304,107994
720575940633558047,720575941437874143,66213
720575940623148643,720575941436575276,38220
720575940626092290,720575941506662273,132698
720575940621898264,720575941489755340,123747
720575940626781028,720575941587304772,116482
720575940617826397,720575941533356210,130305
720575940622977925,720575941609808970,112154
720575940649629049,720575941451029831,135009
720575940631991476,720575941571004062,126133
720575940614694034,720575941509977554,123249
720575940635209367,720575941535802600,121939
720575940626219620,720575941497147721,118242
720575940638408425,720575941561421736,128121
720575940630896758,720575941679184829,103318
720575940621902156,720575941526527821,44391
720575940612923955,720575941522786123,533427
720575940622827658,720575941505689660,43247
720575940629782335,720575941533729258,49628
720575940640255104,720575941689449435,46205
720575940620991878,720575941560784173,57465
720575940623729421,720575941668103345,514717
720575940629409103,720575941589565324,56009
720575940623076265,720575941593552933,82945
720575940612069745,720575941534709185,90281
720575940617843483,720575941563153927,86675
720575940619167798,720575941502397419,60587
720575940623902973,720575941462104845,20363
720575940624173063,720575941584982750,533651
720575940628106752,720575941584311262,93849
720575940633877985,720575941702934490,56654
720575940620250862,720575941686591983,42361
720575940643615086,720575941475735601,517293
720575940638636510,720575941614191123,29285
720575940627902863,720575941430644873,50091
720575940632888377,720575941550638398,51255
720575940625549464,720575941460235716,49610
720575940606159793,720575941534481601,15747
720575940630277888,720575941559749391,50370
720575940623210008,720575941550502655,534315
720575940624693652,720575941484902978,51929
720575940623270755,720575941448297821,47387
720575940629981455,720575941571404808,52250
720575940629636395,720575941688923800,524556
720575940609970642,720575941624466284,537050
720575940631213561,720575941566745902,530737
720575940633316516,720575941593472982,20236
720575940628349178,720575941555967140,536890
720575940646699555,720575941596625856,524629
720575940633345700,720575941534154177,18347
720575940637807156,720575941434543648,530590
720575940633614748,720575941639176223,532639
720575940629181187,720575941568147706,538983
720575940621065665,720575941584601054,526196
720575940624224949,720575941537665778,542631
720575940642839092,720575941570584478,531905
720575940632361999,720575941410866347,17363
720575940627658066,720575941606983021,526829
720575940620850567,720575941650821361,529622
720575940619804912,720575941559882734,532258
720575940628456295,720575941632070331,19219
720575940625573936,720575941475734065,539272
720575940618759734,720575941628266278,527482
720575940619141942,720575941489809870,19186
720575940615997663,720575941568426484,533873
720575940609445474,720575941494476743,527343
720575940636723557,720575941534649281,537992
720575940644850468,720575941537621746,535417
720575940628074345,720575941592780840,524509
720575940618902619,720575941537691541,539585
720575940627301391,720575941470399243,29147
720575940624165815,720575941429811849,524480
720575940612909029,720575941533694898,29559
720575940632065640,720575941546914952,530639
720575940631561487,720575941534545089,525052
720575940625544435,720575941430007433,536425
720575940627404298,720575941657118032,24021
720575940622167329,720575941550641214,544106
720575940634113505,720575941552214299,69979
720575940630559488,720575941536214760,87102
720575940614811554,720575941721451322,108073
720575940623435288,720575941497139169,84694
720575940622509225,720575941553652051,66691
720575940627707785,720575941610642662,543456
720575940610960708,720575941643439048,99278
720575940632905017,720575941486811600,531423
720575940620757638,720575941555193939,60914
720575940636585079,720575941493723006,549301
720575940631545923,720575941533816920,527521
720575940616565919,720575941624625866,51806
720575940620224116,720575941535107610,539634
720575940636989551,720575941486600198,74164
720575940625241075,720575941602460857,122500
720575940621819775,720575941651175153,544160
720575940639898420,720575941545007036,529315
720575940620452544,720575941430501079,145005
720575940631542646,720575941498067362,514145
720575940636680815,720575941463186576,83973
720575940641171840,720575941452963635,95270
720575940643659287,720575941571045790,106758
720575940616954181,720575941514172771,86856
720575940605971121,720575941625548187,106436
720575940630670610,720575941537312483,106164
720575940626393858,720575941553010842,90103
720575940620559041,720575941563030272,78190
720575940614972839,720575941563389952,518393
720575940612371941,720575941594061349,95672
720575940618326875,720575941530867659,53718
720575940612881381,720575941642743378,164125
720575940628792597,720575941642991461,110042
720575940638900352,720575941563825506,115831
720575940638752838,720575941509820882,115802
720575940620495451,720575941555563172,105200
720575940612551141,720575941391478788,129169
720575940622056572,720575941448642397,167239
720575940627250532,720575941413288340,121107
720575940641033205,720575941643233656,104901
720575940605776742,720575941565445735,102345
720575940635671032,720575941632987808,109739
720575940635543220,720575941639169055,107716
720575940609255875,720575941510188498,545129
720575940618096925,720575941508078430,89023
720575940650176889,720575941603626942,154190
720575940619639872,720575941589727884,104081
720575940645463406,720575941460227012,146738
720575940626049466,720575941440948415,46085
720575940619793880,720575941491913136,531396
720575940634642969,720575941453563187,40535
720575940652516342,720575941596710044,53637
720575940618508729,720575941595305329,61954
720575940613662826,720575941546881716,534513
720575940610009306,720575941454748467,541513
720575940619482536,720575941449090638,77641
720575940612329934,720575941431493473,34574
720575940616544139,720575941652010481,542358
720575940627053903,720575941439157727,535308
720575940627794814,720575941475718942,28295
720575940622594857,720575941429340920,41199
720575940618899579,720575941485350662,530361
720575940624566456,720575941574379165,526360
720575940632410439,720575941489050677,525990
720575940632370605,720575941472478048,539329
720575940629504299,720575941536351459,136961
720575940617088605,720575941495745479,82737
720575940640144829,720575941670286001,537407
720575940632559928,720575941430794377,51926
720575940620519616,720575941610765386,517063
720575940628345160,720575941548377204,48684
720575940632637215,720575941431546209,54311
720575940627038794,720575941479086048,50512
720575940606090412,720575941546923400,54456
720575940618254917,720575941409311403,63390
720575940632972708,720575941651264241,82304
720575940630673145,720575941548580925,83630
720575940618190621,720575941479949903,55996
720575940616839730,720575941527588262,54194
720575940639066458,720575941568035322,549192
720575940630158639,720575941566008423,541465
720575940606042214,720575941503411394,547495
720575940604851936,720575941538553842,529911
720575940612229861,720575941480879811,530991
720575940628030536,720575941631721708,70905
720575940616227033,720575941577168217,184206
720575940628353512,720575941509857490,134582
720575940628649472,720575941441244763,112417
720575940629022917,720575941514202979,134156
720575940611726643,720575941577179481,193815
720575940660459137,720575941602135286,69777
720575940624335909,720575941546486964,56795
720575940638881699,720575941651215121,63084
720575940608165298,720575941563561570,122542
720575940618275520,720575941416464412,22772
720575940612258513,720575941598304704,54889
720575940622341354,720575941409063595,24604
720575940628468296,720575941643550881,181003
720575940625941278,720575941425755732,14815
720575940620117268,720575941598982185,526593
720575940629121527,720575941517537240,71195
720575940617076258,720575941534548250,42763
720575940622447344,720575941536958450,77929
720575940631425554,720575941524687972,38178
720575940640672501,720575941479727840,33675
720575940612334810,720575941562092434,41624
720575940629504105,720575941523016523,37866
720575940617972549,720575941412673428,65838
720575940630762812,720575941522677751,97847
720575940634759672,720575941564760162,78408
720575940605267372,720575941575554998,94220
720575940647054900,720575941406733615,120481
720575940645167139,720575941489904181,101567
720575940626150462,720575941401253155,156184
720575940619268219,720575941538663666,553754
720575940634997911,720575941573223069,542619
720575940618990689,720575941450327630,530263
720575940617871956,720575941514516826,59439
720575940627783817,720575941475686961,82286
720575940623602666,720575941508707856,59617
720575940611059922,720575941469872247,170877
720575940636761518,720575941513751875,47461
720575940616352578,720575941506758469,540259
720575940606913154,720575941652219665,68028
720575940622837245,720575941732059947,90261
720575940627474963,720575941516547950,49064
720575940638834246,720575941451881897,140210
720575940610905202,720575941595760241,63827
720575940611642517,720575941584988638,127026
720575940619426507,720575941599922729,77875
720575940619106102,720575941553326081,60527
720575940616069682,720575941548611444,72460
720575940627388488,720575941598752809,49408
720575940613880031,720575941536214810,82333
720575940615326673,720575941571771720,66326
720575940632254738,720575941455364333,61987
720575940621999871,720575941506868037,38740
720575940629023750,720575941504143922,29278
720575940611288689,720575941475756830,50725
720575940624758986,720575941529517752,37388
720575940610246498,720575941662192508,130951
720575940623381941,720575941527588006,79214
720575940623443469,720575941410595755,69563
720575940616539531,720575941594995751,86865
720575940636375988,720575941574817384,70571
720575940617402139,720575941507376769,28173
720575940633052314,720575941546167913,82036
720575940608534281,720575941610935882,76040
720575940613660071,720575941449944954,108872
720575940643722184,720575941568239730,92092
720575940620575067,720575941491541936,57198
720575940627149834,720575941559457837,105866
720575940635542452,720575941414940700,544494
720575940630591606,720575941572879113,96812
720575940616951947,720575941526265254,111559
720575940609740381,720575941513978202,103782
720575940609744733,720575941525433956,550167
720575940616454210,720575941502638642,580616
720575940617925067,720575941449927290,99515
720575940631767436,720575941589382398,86465
720575940635245492,720575941731226411,83596
720575940617306841,720575941475153969,54753
720575940633877087,720575941490107367,473379
720575940626684956,720575941534599194,122739
720575940633770091,720575941593383463,95950
720575940658854273,720575941443042730,525084
720575940613669784,720575941573055240,98506
720575940617847454,720575941512545612,81726
720575940599755718,720575941510097874,87340
720575940625968176,720575941471913056,150208
720575940625824899,720575941593901681,101720
720575940635870772,720575941434052896,104918
720575940631861048,720575941553147393,107738
720575940608694795,720575941391608580,542434
720575940641435099,720575941668214449,152659
720575940621804927,720575941498519458,99074
720575940613585645,720575941490387175,100785
720575940624412820,720575941573041929,158076
720575940615263967,720575941351325232,114339
720575940623674893,720575941473518634,118300
720575940617957149,720575941471650112,513353
720575940639524515,720575941564736566,115364
720575940607120258,720575941572712349,114784
720575940644347940,720575941501938007,541566
720575940631370932,720575941491650224,103991
720575940618136859,720575941484553538,32633
720575940637711326,720575941480283843,114899
720575940620714479,720575941479234946,21218
720575940604435061,720575941505066007,111009
720575940615598267,720575941462527501,70232
720575940642029019,720575941594726021,60821
720575940617845277,720575941541186140,72549
720575940659976065,720575941650636017,97589
720575940633372627,720575941548233021,121720
720575940621748212,720575941566953262,109554
720575940620012782,720575941506895710,113914
720575940615068895,720575941614009497,112987
720575940644133924,720575941541292380,117473
720575940619459126,720575941475575604,544537
720575940637830633,720575941564753767,87872
720575940620992865,720575941643304097,102331
720575940621504577,720575941605933677,107132
720575940628105488,720575941500153483,75430
720575940626534404,720575941502680514,535479
720575940618358085,720575941631510432,143574
720575940612429037,720575941555524516,152920
720575940619889729,720575941730975019,122917
720575940635411307,720575941686155759,107468
720575940624537067,720575941679409341,107705
720575940628994203,720575941556073380,550079
720575940617474561,720575941481762557,105691
720575940636612324,720575941624215707,134471
720575940640356952,720575941430347361,546326
720575940630186556,720575941547988541,534356
720575940628182276,720575941490107340,97877
720575940604567486,720575941602294518,121643
720575940624172220,720575941459726276,116312
720575940631251543,720575941652240657,541735
720575940620553069,720575941509034256,534432
720575940617721172,720575941548246305,59327
720575940630391596,720575941588389431,136735
720575940620235867,720575941519128759,97215
720575940620736704,720575941653352153,133362
720575940604699825,720575941566991406,119931
720575940640995573,720575941521263607,70265
720575940632299212,720575941529658315,547488
720575940660286337,720575941514184441,551075
720575940631846324,720575941514273529,128265
720575940621600892,720575941613961235,141050
720575940619415791,720575941596853440,110896
720575940611805589,720575941469931840,103396
720575940620994656,720575941481756090,114455
720575940633415137,720575941481702342,116997
720575940638288436,720575941594858533,103825
720575940619871597,720575941558018575,118017
720575940628737323,720575941483174586,84497
720575940634061419,720575941686968332,115272
720575940615415263,720575941534332938,106693
720575940621431661,720575941548247585,100562
720575940624719818,720575941731270699,110570
720575940630983183,720575941563909522,113127
720575940623473895,720575941514243321,108466
720575940621073249,720575941410637679,109330
720575940625191100,720575941476609642,548755
720575940618942843,720575941566302510,97160
720575940622275934,720575941661842300,104346
720575940620179137,720575941533073930,89860
720575940632109855,720575941453259315,59627
720575940625798147,720575941628466470,106543
720575940622265932,720575941596708032,112518
720575940621127851,720575941440521423,116918
720575940632628684,720575941504337724,103090
720575940621549377,720575941486282192,127794
720575940618143261,720575941550718207,116948
720575940612687382,720575941525946790,117015
720575940630711127,720575941622931964,94508
720575940615280962,720575941613524377,118819
720575940621631690,720575941550187263,104921
720575940605413385,720575941399975715,120278
720575940631738415,720575941615648213,123707
720575940631048279,720575941505249349,549246
720575940639095374,720575941563905122,114351
720575940605384736,720575941506681669,116791
720575940622383692,720575941610195046,142503
720575940631832121,720575941562475666,71753
720575940624194229,720575941448178269,125730
720575940630957007,720575941624373147,143868
720575940614219926,720575941610742189,525903
720575940616819729,720575941589550476,144245
720575940635163499,720575941602284278,104542
720575940641575988,720575941481194438,125166
720575940628573545,720575941471846240,540403
720575940630249846,720575941436516626,143226
720575940622635734,720575941546433160,97891
720575940630305271,720575941535894499,125189
720575940641485709,720575941555411108,115220
720575940653241846,720575941496471675,141730
720575940639229757,720575941475288094,134027
720575940630024826,720575941610377702,116222
720575940627437765,720575941571798088,125088
720575940628063019,720575941613743513,109355
720575940607060425,720575941497821346,41934
720575940620183745,720575941530002891,42657
720575940631972920,720575941491035854,109168
720575940625825892,720575941535114266,537893
720575940620725926,720575941526434148,36399
720575940614459390,720575941661975608,58392
720575940623653002,720575941490803406,57012
720575940626066618,720575941526470244,61128
720575940621622652,720575941559568878,58095
720575940620077990,720575941456343789,70560
720575940629517818,720575941512023761,37395
720575940619845942,720575941555905508,56869
720575940631721490,720575941410671275,52959
720575940632164397,720575941593201515,50549
720575940634199777,720575941450202446,56503
720575940626781072,720575941618471039,519830
720575940624743399,720575941443026858,539268
720575940636716912,720575941488861641,32660
720575940617201553,720575941509284818,23982
720575940624692372,720575941498121851,60251
720575940630819944,720575941502254827,527231
720575940617472985,720575941514536707,525498
720575940616182834,720575941568453108,537411
720575940629764858,720575941461215172,142811
720575940626087568,720575941434872974,82622
720575940636370807,720575941630532322,71792
720575940612701354,720575941498345339,33658
720575940620972123,720575941523991115,95128
720575940641460944,720575941455346925,531569
720575940627052681,720575941477147713,533941
720575940614474642,720575941557019300,539078
720575940619197504,720575941501429643,72947
720575940613481955,720575941490144716,165776
720575940644232904,720575941564914230,15949
720575940613165223,720575941593968423,69085
720575940604810208,720575941515308537,79781
720575940645555252,720575941522802251,101207
720575940621360349,720575941527712601,114348
720575940618439478,720575941578369781,539127
720575940616417653,720575941502437719,543396
720575940621218324,720575941457418736,110557
720575940631997752,720575941455250157,103412
720575940627031570,720575941489008437,93911
720575940608690443,720575941654953684,548730
720575940625520442,720575941473176362,25072
720575940624096809,720575941584693382,84851
720575940620577518,720575941606225005,170748
720575940639044942,720575941632259515,84840
720575940633335633,720575941630578914,28137
720575940616971449,720575941515355385,533980
720575940620876679,720575941517797998,517995
720575940624400532,720575941487549904,51992
720575940629384091,720575941561302440,50674
720575940617413377,720575941519666355,29876
720575940631411015,720575941415939356,49854
720575940625909391,720575941604465086,55920
720575940644063944,720575941585790086,60558
720575940633388115,720575941527550374,58567
720575940630782283,720575941630537698,530634
720575940627061946,720575941450457422,67491
720575940627613928,720575941431654241,59543
720575940610903416,720575941490343911,14177
720575940628998299,720575941510958608,83822
720575940627505283,720575941440594639,61770
720575940616274827,720575941564927798,17793
720575940629734522,720575941510959888,50523
720575940623478493,720575941604459454,307952
720575940615139495,720575941502883890,172579
720575940625700685,720575941619362687,150663
720575940621658829,720575941636998517,139902
720575940618788033,720575941431298318,69739
720575940623844280,720575941571526728,51687
720575940630407751,720575941437600223,533165
720575940621263014,720575941429544952,107078
720575940646433076,720575941425704276,45516
720575940626607110,720575941612415763,43209
720575940631816332,720575941563887767,22154
720575940634907161,720575941535047706,533429
720575940635939470,720575941413724049,97045
720575940631599055,720575941598004636,136362
720575940618576197,720575941461242820,51307
720575940620439233,720575941473379626,70783
720575940631026629,720575941567603502,63045
720575940628158184,720575941564849415,58056
720575940624141960,720575941462180496,524498
720575940628200465,720575941688933272,54552
720575940627358474,720575941507161182,34633
720575940647710516,720575941468085725,554181
720575940613071589,720575941549742196,54731
720575940650193529,720575941633271227,518260
720575940630980311,720575941611917158,126505
720575940617712273,720575941462599437,81637
720575940622832734,720575941655250900,544627
720575940620211591,720575941614057881,74773
720575940619436337,720575941575124623,531150
720575940605803744,720575941637998709,575832
720575940630084060,720575941484505666,100714
720575940621275775,720575941511894604,516282
720575940639190912,720575941553586003,125852
720575940629413194,720575941440050623,122556
